"index","a","b","c","discriminant","overall_score","quality_rating","uniformity_passed","independence_passed","ks_p_value","chi_sq_p_value","independence_p_value","autocorrelation_passed","periodicity_p_value","periodicity_passed","n_sig_lags","max_abs_acf","mean_error","var_error","empirical_rating"
133,12,5,-141,6793,0.9,"Excellent",TRUE,TRUE,0.520841040469747,0.292940500928618,0.816108220288991,TRUE,NA,TRUE,0,0.00716749799794796,0.000787776716559607,0.000387988036762765,"Good"
134,12,5,-142,6841,0.8,"Good",TRUE,TRUE,0.256853684669681,0.447023007201003,0.457855926761691,FALSE,NA,TRUE,1,0.00891975789885909,0.000785420122474068,7.5038969743757e-06,"Fair"
135,12,5,-148,7129,0.8,"Good",TRUE,TRUE,0.0708402483573845,0.345888228845283,0.971459817495601,FALSE,NA,TRUE,2,0.0108243695544611,0.00164143015531271,0.00013989039671819,"Fair"
136,12,5,-149,7177,0.9,"Excellent",TRUE,TRUE,0.276205584133226,0.779054938177254,0.17970814254143,TRUE,NA,TRUE,0,0.00710292958816617,0.00136373403992907,0.000292000386746649,"Good"
137,12,7,-134,6481,0.45,"Fair",TRUE,FALSE,0.644145982063479,0.451050745886525,0.0113655425686381,FALSE,NA,TRUE,2,0.0113315193670193,0.00112051565739735,0.000251318086999686,"Poor"
138,12,7,-135,6529,0.8,"Good",TRUE,TRUE,0.556873955366173,0.824274793885376,0.560982023412355,FALSE,NA,TRUE,1,0.00889049512159902,0.000939733195550352,0.000326619250191604,"Fair"
139,12,7,-136,6577,0.75,"Good",TRUE,TRUE,0.999821793978514,0.528002183870022,0.96432905178967,FALSE,NA,TRUE,1,0.0108403229439128,0.000199243119517578,6.02887782594624e-05,"Poor"
140,12,7,-138,6673,0.8,"Good",TRUE,TRUE,0.880798866748345,0.131666981183492,0.985727625548441,FALSE,NA,TRUE,2,0.0103103187484078,0.00058251415882371,0.000212830977861664,"Fair"
141,12,7,-144,6961,0.75,"Good",TRUE,TRUE,0.823035121576974,0.33817285036207,0.674204236070999,FALSE,NA,TRUE,3,0.0116112590274989,9.29249446877112e-05,0.000219893128292542,"Poor"
142,12,7,-146,7057,0.75,"Good",TRUE,TRUE,0.965803814840837,0.689443346676735,0.0707995529476977,FALSE,NA,TRUE,1,0.0117748102385469,0.0005362836607396,0.000102821450190582,"Poor"
143,13,5,-109,5693,0.95,"Excellent",TRUE,TRUE,0.528445695832857,0.171846298384798,0.485389732821065,TRUE,NA,TRUE,0,0.00755016529763218,0.000765795377827838,0.000330710290053979,"Very-Good"
144,13,5,-114,5953,0.75,"Good",TRUE,TRUE,0.536901717477292,0.4622882172442,0.548991375879998,FALSE,NA,TRUE,2,0.0104347408762719,0.000650464616780311,0.000430117814770301,"Poor"
145,13,5,-123,6421,0.75,"Good",TRUE,TRUE,0.231811744276566,0.795177270119099,0.485389732821065,FALSE,NA,TRUE,1,0.0104247352047661,0.00140218947833393,0.000249310745629172,"Poor"
146,13,5,-129,6733,0.8,"Good",TRUE,TRUE,0.950624134445832,0.987838116770953,0.603919077235902,FALSE,NA,TRUE,1,0.0152258288151296,0.000552301347201078,0.000191305320445381,"Fair"
147,13,5,-139,7253,0.95,"Excellent",TRUE,TRUE,0.713579854090794,0.477895137990326,0.754240663975915,TRUE,NA,TRUE,0,0.00828883173625631,0.000357209756408794,0.000362964727783271,"Very-Good"
148,13,5,-147,7669,0.75,"Good",TRUE,TRUE,0.419934382272788,0.480922540359731,0.754240663975915,FALSE,NA,TRUE,2,0.0118018177431685,0.000969749875471437,0.000120565304376069,"Poor"
149,13,7,-127,6653,0.9,"Excellent",TRUE,TRUE,0.27412071809276,0.551606968683234,0.157594253353735,TRUE,NA,TRUE,0,0.0083322030637571,0.00196079257157666,0.000586941520382633,"Good"
150,13,7,-135,7069,0.7,"Good",FALSE,TRUE,0.168984470907771,0.0354136832015444,0.279133583253914,TRUE,NA,TRUE,0,0.0086895317702911,0.00123680086518019,0.000700769170295115,"Poor"
151,13,7,-136,7121,0.7,"Good",FALSE,TRUE,0.0125089302116079,0.14117756930761,0.667683564135545,TRUE,NA,TRUE,0,0.00642479428043355,0.00363484197412195,0.000138577220639841,"Poor"
152,13,7,-142,7433,0.75,"Good",TRUE,TRUE,0.913943256412378,0.387008495660346,0.823061533623717,FALSE,NA,TRUE,1,0.0145381177690855,2.0002275487041e-06,9.51783787822569e-06,"Poor"
153,13,7,-144,7537,0.9,"Excellent",TRUE,TRUE,0.0511212643286975,0.240919438798085,0.168378833551434,TRUE,NA,TRUE,0,0.00810322087599845,0.00248590074523691,0.000112598946602468,"Good"
154,13,7,-145,7589,0.8,"Good",TRUE,TRUE,0.802761779770931,0.931798423195132,0.21708299072569,FALSE,NA,TRUE,1,0.00888777663089672,1.1882822190723e-05,0.000650712269072803,"Fair"
155,14,5,-128,7193,0.8,"Good",TRUE,TRUE,0.747218633284041,0.196920650212439,0.436475025930275,FALSE,NA,TRUE,1,0.0108742831600627,0.000834452649801976,0.00027306890158113,"Fair"
156,14,5,-132,7417,0.95,"Excellent",TRUE,TRUE,0.488271650706378,0.492144614704271,0.872094578586798,TRUE,NA,TRUE,0,0.0068319845345498,0.000962831463811376,5.45469134444754e-05,"Very-Good"
157,14,5,-134,7529,0.95,"Excellent",TRUE,TRUE,0.641389233519427,0.803542037409381,0.921624222978911,TRUE,NA,TRUE,0,0.00793340103320973,0.00115194883918246,0.000186985919278335,"Very-Good"
158,14,5,-138,7753,0.75,"Good",TRUE,TRUE,0.842438884672432,0.760815083634462,0.207253025569543,FALSE,NA,TRUE,3,0.0124939393265266,0.000299854459204441,0.000347603558314688,"Poor"
159,14,5,-144,8089,0.55,"Fair",FALSE,TRUE,0.424460503414392,0.0365918320892921,0.58533676974568,FALSE,NA,TRUE,1,0.00898923268071039,0.000885239339900534,0.000431038091338126,"Poor"
160,14,5,-149,8369,0.7,"Good",TRUE,FALSE,0.454348095658669,0.681409181730318,0.00420717130417203,TRUE,NA,TRUE,0,0.00852740238738954,0.00132563843818656,0.000661835190807702,"Poor"
161,14,9,-101,5737,0.95,"Excellent",TRUE,TRUE,0.269955617831379,0.696910010099425,0.496649178509033,TRUE,NA,TRUE,0,0.00827900124808918,0.00036714311382946,0.000714527534341078,"Very-Good"
162,14,9,-107,6073,0.75,"Good",TRUE,TRUE,0.223289186809882,0.35161518576769,0.194654448453189,FALSE,NA,TRUE,1,0.0118852542990107,0.00111779156636765,0.000545854301363405,"Poor"
163,14,9,-112,6353,0.95,"Excellent",TRUE,TRUE,0.149254098923099,0.792570582718421,0.152402182876747,TRUE,NA,TRUE,0,0.00802909836750102,0.00134095004123969,0.000284975663500553,"Very-Good"
164,14,9,-115,6521,0.8,"Good",TRUE,TRUE,0.368289221530723,0.0517170645267923,0.241312969577163,FALSE,NA,TRUE,1,0.00945340659767402,0.000133959346940382,0.000572413125422125,"Fair"
165,14,9,-118,6689,0.8,"Good",TRUE,TRUE,0.826156274870505,0.539702275279145,0.334048671330164,FALSE,NA,TRUE,1,0.0110319215187021,0.000698692938316592,0.000118573438953246,"Fair"
166,14,9,-121,6857,0.8,"Good",TRUE,TRUE,0.98604562463888,0.595287720024727,0.830028767686815,FALSE,NA,TRUE,1,0.00942946749969303,0.000129697680220864,0.000193528141116367,"Fair"
167,15,7,-138,8329,0.5,"Fair",TRUE,FALSE,0.0850530982323745,0.245543467465436,0.0423189408984581,FALSE,NA,TRUE,1,0.0125275487169934,0.00184280982355756,8.518769125479e-05,"Poor"
168,15,7,-139,8389,0.95,"Excellent",TRUE,TRUE,0.456267067732593,0.13780802493185,0.900348545806971,TRUE,NA,TRUE,0,0.0083088244849772,0.000877293896065834,0.00070579975320309,"Very-Good"
169,15,7,-143,8629,0.9,"Excellent",TRUE,TRUE,0.266966790635772,0.636316432061187,0.0750877594132109,TRUE,NA,TRUE,0,0.00797849963843923,0.00128682162065569,0.000570115377876337,"Good"
170,15,7,-144,8689,0.75,"Good",TRUE,TRUE,0.415475949855281,0.651987291071083,0.188570027901779,FALSE,NA,TRUE,1,0.0103837104400643,0.00125178831158501,1.01313963905419e-05,"Poor"
171,15,7,-148,8929,0.9,"Excellent",TRUE,TRUE,0.414023389709866,0.594203789571937,0.431221105491886,TRUE,NA,TRUE,0,0.00739232830802288,0.00130474684755844,0.000454622187135351,"Good"
172,15,7,-150,9049,0.5,"Fair",FALSE,TRUE,0.00789584439203625,0.134366000865328,0.554970871817162,FALSE,NA,TRUE,2,0.0107045163819131,0.00298387439595404,0.000126304496803467,"Poor"
173,15,11,-141,8581,0.8,"Good",TRUE,TRUE,0.141857695846784,0.479721275358491,0.597695550120911,FALSE,NA,TRUE,1,0.0100624125166944,0.0021722140577416,0.000101340113358689,"Fair"
174,15,11,-142,8641,0.7,"Good",FALSE,TRUE,0.0362292435306382,0.300346639407797,0.210493138236729,TRUE,NA,TRUE,0,0.00658437682398038,0.00345940901238972,2.33659498857092e-05,"Poor"
175,15,11,-144,8761,0.95,"Excellent",TRUE,TRUE,0.669870714893671,0.414355349040153,0.380732512973149,TRUE,NA,TRUE,0,0.00784831733819704,6.67635641156128e-05,0.000156055782241135,"Very-Good"
176,15,11,-145,8821,0.55,"Fair",FALSE,TRUE,0.144384872101551,0.019409512890501,0.173974609701802,FALSE,NA,TRUE,1,0.0111590135656639,0.00106914595187835,0.000684520885705323,"Poor"
177,15,11,-147,8941,0.9,"Excellent",TRUE,TRUE,0.906511548124478,0.469421242565361,0.992863527322925,TRUE,NA,TRUE,0,0.00794108466402513,0.000591253766032973,8.69502243599773e-05,"Good"
178,15,11,-148,9001,0.8,"Good",TRUE,TRUE,0.579199068695511,0.866003876170331,0.809169355007463,FALSE,NA,TRUE,1,0.00995540867995663,0.000595939140504376,0.000343609814623044,"Fair"
179,16,5,-114,7321,0.9,"Excellent",TRUE,TRUE,0.230711525302152,0.386674827173023,0.733942582255999,TRUE,NA,TRUE,0,0.00853226679123915,0.00157923084438522,0.000524317093012053,"Good"
180,16,5,-118,7577,0.75,"Good",TRUE,TRUE,0.75508908407545,0.580329424988998,0.267386696325115,FALSE,NA,TRUE,3,0.0103451487950461,0.000139098943182536,0.000560467559912653,"Poor"
181,16,5,-133,8537,0.5,"Fair",FALSE,TRUE,0.43566782637024,0.0193675709757293,0.573098023547063,FALSE,NA,TRUE,1,0.0099847808514147,0.000664467860471307,6.82249332501911e-05,"Poor"
182,16,5,-144,9241,0.8,"Good",TRUE,TRUE,0.121854416576997,0.248878625132445,0.971459817495601,FALSE,NA,TRUE,1,0.00885420654213982,0.00184188734855911,0.000276247307370137,"Fair"
183,16,5,-147,9433,0.95,"Excellent",TRUE,TRUE,0.731328687769435,0.262983968576244,0.139992321236088,TRUE,NA,TRUE,0,0.00597572484551205,0.000396694838714629,0.000168769496185453,"Very-Good"
184,16,5,-148,9497,0.75,"Good",TRUE,TRUE,0.452653921768935,0.400084741269236,0.479812262395109,FALSE,NA,TRUE,1,0.0142067329589107,0.000706185086118194,0.000625614427706853,"Poor"
185,16,7,-106,6833,0.5,"Fair",TRUE,FALSE,0.551419361819303,0.930280828975617,0.0396666923469657,FALSE,NA,TRUE,1,0.0094343377670761,0.000771837811270215,0.000191650228838991,"Poor"
186,16,7,-121,7793,0.8,"Good",TRUE,TRUE,0.392529766941696,0.819771833348502,0.781568799260567,FALSE,NA,TRUE,1,0.0129963273459008,0.00093437752434955,0.000236237897083214,"Fair"
187,16,7,-136,8753,0.75,"Good",TRUE,TRUE,0.831847972177813,0.559004479404365,0.400476814924753,FALSE,NA,TRUE,2,0.0107819857911013,0.000489751474725963,2.10457827340138e-05,"Poor"
188,16,7,-142,9137,0.5,"Fair",TRUE,FALSE,0.984209750463076,0.905811181875052,0.0215219311890542,FALSE,NA,TRUE,3,0.0117292184319106,0.000155012813047806,5.46367412451315e-05,"Poor"
189,16,7,-148,9521,0.95,"Excellent",TRUE,TRUE,0.319401520000913,0.0606813235266276,0.271263963219362,TRUE,NA,TRUE,0,0.00850238945094942,0.000139716933810208,0.000336532071289336,"Very-Good"
190,16,7,-150,9649,0.75,"Good",TRUE,TRUE,0.215435946906213,0.748497645345206,0.886203479788289,FALSE,NA,TRUE,2,0.014941858852191,0.00182532154935772,0.000205338529987581,"Poor"
191,17,5,-119,8117,0.8,"Good",TRUE,TRUE,0.598529638754739,0.750565390645713,0.893271769221751,FALSE,NA,TRUE,1,0.0126484230516647,0.000548471257902527,7.20429210757656e-05,"Fair"
192,17,5,-131,8933,0.8,"Good",TRUE,TRUE,0.328826377542743,0.090787810505997,0.680749472212229,FALSE,NA,TRUE,1,0.0100011560182883,0.000403011316135293,0.000741518464991597,"Fair"
193,17,5,-137,9341,0.75,"Good",TRUE,TRUE,0.702068340735482,0.557005464522334,0.252259593439026,FALSE,NA,TRUE,1,0.0100857008225231,0.00105525376285814,0.000119689679896451,"Poor"
194,17,5,-141,9613,0.7,"Good",TRUE,FALSE,0.793378357505593,0.608830712701322,0.0451196863408305,TRUE,NA,TRUE,0,0.00822987061776443,0.000186596111757531,5.60620847210175e-05,"Poor"
195,17,5,-143,9749,0.75,"Good",TRUE,TRUE,0.903047101258295,0.310220458206001,0.213769744635798,FALSE,NA,TRUE,1,0.0100718526793841,1.7502369244804e-05,3.47140669282459e-05,"Poor"
196,17,5,-144,9817,0.8,"Good",TRUE,TRUE,0.62045049190216,0.247606145493078,0.591501329227572,FALSE,NA,TRUE,1,0.00955534518432315,0.0012772036289892,4.61071493119275e-05,"Fair"
197,17,7,-101,6917,0.75,"Good",TRUE,TRUE,0.282263881706952,0.646523706864339,0.420823995061912,FALSE,NA,TRUE,2,0.00993173855187768,0.0019612777451915,0.000284331399623167,"Poor"
198,17,7,-108,7393,0.8,"Good",TRUE,TRUE,0.189229265621624,0.389539541888825,0.674204236070999,FALSE,NA,TRUE,1,0.0108407913871608,0.00149792554649353,0.000560892618929346,"Fair"
199,17,7,-116,7937,0.55,"Fair",FALSE,TRUE,0.051240181498135,0.00268383871336446,0.168378833551434,FALSE,NA,TRUE,1,0.0117314484281669,0.00159524475725414,0.000603936475280675,"Poor"
200,17,7,-120,8209,0.5,"Fair",FALSE,TRUE,0.0240632545793918,0.309043585860787,0.47426993089481,FALSE,NA,TRUE,1,0.010178474517608,0.00221468135432046,9.78673026672122e-05,"Poor"
201,17,7,-134,9161,0.75,"Good",TRUE,TRUE,0.73642402629632,0.668456090680739,0.795337060760233,FALSE,NA,TRUE,1,0.0114266662676158,0.000205654069269201,0.000257754326654119,"Poor"
202,17,7,-149,10181,0.7,"Good",FALSE,TRUE,0.340516210139556,0.00765634539638123,0.485389732821065,TRUE,NA,TRUE,0,0.00823982347973578,0.00143540728103231,0.000121549357700701,"Poor"
203,18,5,-118,8521,0.8,"Good",TRUE,TRUE,0.68570566781089,0.528805672586287,0.687318839518327,FALSE,NA,TRUE,1,0.00880759622968608,0.000690667873199324,0.000257598885446325,"Fair"
204,18,5,-121,8737,0.95,"Excellent",TRUE,TRUE,0.924002008131825,0.612835826303504,0.781568799260567,TRUE,NA,TRUE,0,0.00837612417385289,2.02503456401826e-05,0.000417421260125991,"Very-Good"
205,18,5,-133,9601,0.75,"Good",TRUE,TRUE,0.83819146776756,0.569226678954697,0.395483930076583,FALSE,NA,TRUE,3,0.011962173633076,0.000630292900324014,4.7171935433632e-05,"Poor"
206,18,5,-141,10177,0.9,"Excellent",TRUE,TRUE,0.464581060643685,0.408168682549566,0.0533617210824144,TRUE,NA,TRUE,0,0.0082575843138622,0.00168985807911681,0.000129667006023695,"Good"
207,18,5,-143,10321,0.95,"Excellent",TRUE,TRUE,0.698984505036812,0.80161100565429,0.312153893026188,TRUE,NA,TRUE,0,0.00862150488736431,0.000814739773438489,0.000343167881569989,"Very-Good"
208,18,5,-149,10753,0.75,"Good",TRUE,TRUE,0.417731077613279,0.775989996909336,0.802245461699024,FALSE,NA,TRUE,1,0.0123708135702501,0.000831296060555542,0.000573985660683701,"Poor"
209,18,7,-62,4513,0.75,"Good",TRUE,TRUE,0.816784342153887,0.942671583008029,0.132928623957245,FALSE,NA,TRUE,3,0.014264606037036,0.000168330092961577,0.000323930258939703,"Poor"
210,18,7,-106,7681,0.75,"Good",TRUE,TRUE,0.142367002333938,0.0873379753230418,0.754240663975915,FALSE,NA,TRUE,1,0.0117783537449133,0.00125266304717531,5.63137063503694e-05,"Poor"
211,18,7,-129,9337,0.95,"Excellent",TRUE,TRUE,0.730437444432554,0.776509826855713,0.597695550120911,TRUE,NA,TRUE,0,0.00662337915341876,0.000728392437806868,9.12296595487333e-05,"Very-Good"
212,18,7,-134,9697,0.6,"Fair",TRUE,TRUE,0.0772936390969897,0.0636925244297966,0.123943474310943,FALSE,NA,FALSE,3,0.00981593887497672,0.00207041486695514,0.000257662735098502,"Poor"
213,18,7,-135,9769,0.65,"Good",FALSE,TRUE,0.348933245494845,0.0359763435156639,0.767868658803955,TRUE,NA,TRUE,0,0.00771659678127202,0.000699638630801303,0.000277963332282319,"Poor"
214,18,7,-142,10273,0.8,"Good",TRUE,TRUE,0.949433733651776,0.94363274505589,0.463291554436476,FALSE,NA,TRUE,1,0.00983059403976054,0.000415053400157017,1.21352172050976e-05,"Fair"
215,19,5,-129,9829,0.75,"Good",TRUE,TRUE,0.0976243243145011,0.287292634632805,0.188570027901779,FALSE,NA,TRUE,1,0.0124693651346338,0.00177245624712763,7.35464399333058e-05,"Poor"
216,19,5,-133,10133,0.9,"Excellent",TRUE,TRUE,0.270201243995639,0.0956581628232896,0.648273180267008,TRUE,NA,TRUE,0,0.00766208411543852,0.00140367575267913,0.000282049725570652,"Good"
217,19,5,-138,10513,0.7,"Good",FALSE,TRUE,0.697662570245713,0.0184376209662123,0.992863527322925,TRUE,NA,TRUE,0,0.00562774054198207,0.000709010314048575,0.000318961687503644,"Poor"
218,19,5,-139,10589,0.95,"Excellent",TRUE,TRUE,0.445554473525282,0.651345155773697,0.132928623957245,TRUE,NA,TRUE,0,0.00829609222284721,0.000346345648229107,0.00031875814297197,"Very-Good"
219,19,5,-147,11197,0.9,"Excellent",TRUE,TRUE,0.550281434573699,0.913275869850085,0.267386696325115,TRUE,NA,TRUE,0,0.00761566176703571,0.000847186533407096,0.000232014677749651,"Good"
220,19,5,-148,11273,0.5,"Fair",TRUE,FALSE,0.83117299531383,0.908841031562591,0.00748711269844282,FALSE,NA,TRUE,1,0.009667077807083,7.40364061121435e-05,0.000467009144702699,"Poor"
221,19,7,-123,9397,0.95,"Excellent",TRUE,TRUE,0.312831352103116,0.273172790047591,0.079585731563391,TRUE,NA,TRUE,0,0.00837196468930462,0.00162404621218853,0.000312414255566135,"Very-Good"
222,19,7,-124,9473,0.9,"Excellent",TRUE,TRUE,0.870527196018041,0.437042067166936,0.361597732262035,TRUE,NA,TRUE,0,0.00770105277498927,0.000291004772317138,2.20441634976171e-05,"Good"
223,19,7,-130,9929,0.8,"Good",TRUE,TRUE,0.670570051989711,0.795222879321233,0.661187883898783,FALSE,NA,TRUE,1,0.0117092217399283,0.00135277710939391,2.78630790786077e-05,"Fair"
224,19,7,-139,10613,0.8,"Good",TRUE,TRUE,0.686916226844645,0.316486787179701,0.329592311047211,FALSE,NA,TRUE,1,0.0128367119884895,6.30165673088934e-05,0.000312623462719611,"Fair"
225,19,7,-144,10993,0.95,"Excellent",TRUE,TRUE,0.822673703325164,0.975882337566422,0.496649178509033,TRUE,NA,TRUE,0,0.00836636739587472,0.000314266425650578,0.000126211723532679,"Very-Good"
226,19,7,-145,11069,0.9,"Excellent",TRUE,TRUE,0.628937306845301,0.836228505283786,0.809169355007463,TRUE,NA,TRUE,0,0.00863901908332236,0.000374510658210758,4.5904590841167e-05,"Good"
227,20,7,-129,10369,0.95,"Excellent",TRUE,TRUE,0.970434711684209,0.473209952060419,0.754240663975915,TRUE,NA,TRUE,0,0.00538465852976482,0.0002914694265157,7.19609962230583e-05,"Very-Good"
228,20,7,-131,10529,0.8,"Good",TRUE,TRUE,0.14317806710133,0.452123772869512,0.597695550120911,FALSE,NA,TRUE,1,0.00978888831450468,0.00225100764410757,0.000136314214309041,"Fair"
229,20,7,-141,11329,0.75,"Good",TRUE,TRUE,0.48909387600361,0.302206097344416,0.654717617224281,FALSE,NA,TRUE,2,0.00953524012441315,0.000546026150727297,0.000679363583884374,"Poor"
230,20,7,-143,11489,0.95,"Excellent",TRUE,TRUE,0.14934941376824,0.113640835808783,0.366323987274753,TRUE,NA,TRUE,0,0.00756587670060262,0.00156369208386198,8.06855397501027e-05,"Very-Good"
231,20,7,-149,11969,0.7,"Good",TRUE,FALSE,0.322912997022674,0.758193907825861,0.0139053439258403,TRUE,NA,TRUE,0,0.00867408571444463,0.00100650025211912,0.000556962411803835,"Poor"
232,20,7,-150,12049,0.95,"Excellent",TRUE,TRUE,0.18499426334518,0.260796754317362,0.900348545806971,TRUE,NA,TRUE,0,0.00733809870852653,0.00252875967985855,0.000332216861847742,"Very-Good"
233,20,9,-97,7841,0.6,"Fair",TRUE,TRUE,0.858264388880475,0.400472557249219,0.727216869936252,FALSE,NA,FALSE,3,0.0101649839236762,0.000284025933320997,6.29062548653248e-05,"Poor"
234,20,9,-100,8081,0.95,"Excellent",TRUE,TRUE,0.0623532479876882,0.472118979441936,0.147341341628279,TRUE,NA,TRUE,0,0.00715702743032114,0.00234542469149068,0.000264502873730019,"Very-Good"
235,20,9,-101,8161,0.55,"Fair",FALSE,TRUE,0.0799967105108276,0.042485143551632,0.886203479788289,FALSE,NA,TRUE,1,0.00890478716734606,0.0017816437713738,0.000341177638259527,"Poor"
236,20,9,-112,9041,0.6,"Fair",TRUE,TRUE,0.277348345502864,0.144564083405306,0.0875671503310347,FALSE,NA,FALSE,3,0.0108419897619599,0.000820811172773273,0.000372873587813072,"Poor"
237,20,9,-115,9281,0.95,"Excellent",TRUE,TRUE,0.627339106139606,0.917125902371437,0.132928623957245,TRUE,NA,TRUE,0,0.0069006264324955,0.00062001626987851,0.000202162236369638,"Very-Good"
238,20,9,-145,11681,0.75,"Good",TRUE,TRUE,0.222445561825265,0.558302032248773,0.241312969577163,FALSE,NA,TRUE,3,0.0122458170875492,0.00182470254175238,0.000247064165639715,"Poor"
239,21,5,-142,11953,0.5,"Fair",TRUE,FALSE,0.623748663931142,0.802195658744719,0.00526038242262672,FALSE,NA,TRUE,2,0.00937022069814528,0.000533361431880208,0.000265743518575626,"Poor"
240,21,5,-143,12037,0.75,"Good",TRUE,TRUE,0.232281361124741,0.989170217914311,0.629098922014988,FALSE,NA,TRUE,3,0.0106255513923044,0.0012878919759205,0.000493027849492428,"Poor"
241,21,5,-146,12289,0.8,"Good",TRUE,TRUE,0.741908758259409,0.440072246059033,0.385611675351665,FALSE,NA,TRUE,1,0.013172746434602,0.00021062546406414,8.33896400733308e-05,"Fair"
242,21,5,-147,12373,0.5,"Fair",FALSE,TRUE,0.795187583401893,0.0295726931114661,0.872094578586798,FALSE,NA,TRUE,1,0.0134566583184069,9.14282114304887e-05,0.000255694107782978,"Poor"
243,21,5,-148,12457,0.8,"Good",TRUE,TRUE,0.312276339414678,0.381024822294322,0.720512109416504,FALSE,NA,TRUE,1,0.009237858056421,0.00154397893125457,1.80460895130019e-07,"Fair"
244,21,5,-149,12541,0.7,"Good",TRUE,TRUE,0.68341568740206,0.632870450219192,0.935840190962206,FALSE,NA,TRUE,1,0.0111664594415975,0.000861684353222758,0.000522901711593318,"Poor"
245,21,11,-127,10789,0.9,"Excellent",TRUE,TRUE,0.241915711034129,0.714786756061466,0.28715704246502,TRUE,NA,TRUE,0,0.00741817684214286,0.00132965931900619,0.000289112336227873,"Good"
246,21,11,-129,10957,0.8,"Good",TRUE,TRUE,0.176982652568549,0.252171405579408,0.610171549002306,FALSE,NA,TRUE,1,0.0148110575188859,0.00160016265648655,0.000140855830330119,"Fair"
247,21,11,-145,12301,0.95,"Excellent",TRUE,TRUE,0.923403163495936,0.829524532935247,0.971459817495601,TRUE,NA,TRUE,0,0.00810397448727951,0.000205486790187059,2.17651870804136e-07,"Very-Good"
248,21,11,-148,12553,0.95,"Excellent",TRUE,TRUE,0.569990809920814,0.498365516902384,0.356909887077137,TRUE,NA,TRUE,0,0.00640347439107216,0.00102807356531237,0.000111719195232382,"Very-Good"
249,21,11,-149,12637,0.75,"Good",TRUE,TRUE,0.906947644583369,0.945913854625066,0.886203479788289,FALSE,NA,TRUE,2,0.00982598123773671,8.11387905542693e-05,0.000314227135963713,"Poor"
250,21,11,-150,12721,0.75,"Good",TRUE,TRUE,0.324153865074187,0.866970892429427,0.343077375596673,FALSE,NA,TRUE,5,0.0157718742039638,0.000970587681382251,0.000344480456877461,"Poor"
251,22,5,-94,8297,0.8,"Good",TRUE,TRUE,0.75996916726772,0.459404891695852,0.914525332075483,FALSE,NA,TRUE,1,0.00906471431035471,0.000239425812046057,9.7175910352229e-05,"Fair"
252,22,5,-124,10937,0.8,"Good",TRUE,TRUE,0.740250172002875,0.269427341384471,0.907433252927981,FALSE,NA,TRUE,1,0.0100485130470085,0.00061612894645463,1.58817653398841e-05,"Fair"
253,22,5,-126,11113,0.9,"Excellent",TRUE,TRUE,0.361741430455261,0.0738503576933772,0.295334730914453,TRUE,NA,TRUE,0,0.0087459744472956,0.000466525695014597,0.000609257456803083,"Good"
254,22,5,-141,12433,0.5,"Fair",FALSE,TRUE,0.190640855992872,0.00808248012090886,0.090935340096195,FALSE,NA,TRUE,1,0.0111423656505038,0.000931356161534835,0.000362776740991,"Poor"
255,22,5,-144,12697,0.9,"Excellent",TRUE,TRUE,0.735081292731973,0.31538039491058,0.567024514826628,TRUE,NA,TRUE,0,0.0076003260841031,0.000169636741230106,0.000495857094084451,"Good"
256,22,5,-148,13049,0.75,"Good",TRUE,TRUE,0.718357826129244,0.928042942925867,0.774709960830245,FALSE,NA,TRUE,2,0.0118274233202404,0.00016935555375952,0.000343212978065985,"Poor"
257,22,7,-106,9377,0.75,"Good",TRUE,TRUE,0.286864548905273,0.637284957489081,0.591501329227572,FALSE,NA,TRUE,1,0.015462273466958,0.000931995622241444,0.000103058840658393,"Poor"
258,22,7,-115,10169,0.8,"Good",TRUE,TRUE,0.658083899938235,0.62105450397506,0.23070514026133,FALSE,NA,TRUE,1,0.00887387124609988,0.000390061174189216,0.000510283280592688,"Fair"
259,22,7,-118,10433,0.6,"Fair",TRUE,TRUE,0.94629937930183,0.858404114940056,0.149855466351694,FALSE,NA,FALSE,5,0.0125280419492342,0.000273468201199778,0.000146185656809933,"Poor"
260,22,7,-139,12281,0.8,"Good",TRUE,TRUE,0.106701158614592,0.41603210090384,0.519579313317192,FALSE,NA,TRUE,1,0.00917928890010879,0.00178160547752926,0.000721130890646446,"Fair"
261,22,7,-145,12809,0.75,"Good",TRUE,TRUE,0.692301030297359,0.533577949100998,0.809169355007463,FALSE,NA,TRUE,2,0.0112238595230101,0.000754835008776489,8.15429378606819e-05,"Poor"
262,22,7,-150,13249,0.95,"Excellent",TRUE,TRUE,0.818059443154052,0.825891476117783,0.415681109767589,TRUE,NA,TRUE,0,0.0072530232559276,7.89327604390211e-05,0.000204205346602357,"Very-Good"
263,23,5,-81,7477,0.5,"Fair",TRUE,FALSE,0.45644926916511,0.44585304505559,0.0414186604663092,FALSE,NA,TRUE,3,0.0110838917246627,0.00139035394910408,3.56678682633532e-05,"Poor"
264,23,5,-99,9133,0.9,"Excellent",TRUE,TRUE,0.261768883786363,0.862288038219349,0.426004043251751,TRUE,NA,TRUE,0,0.00682349055367551,0.000995467922392579,0.000634682848229276,"Good"
265,23,5,-119,10973,0.5,"Fair",FALSE,TRUE,0.607700089140571,0.036854197649692,0.616452597526488,FALSE,NA,TRUE,2,0.00955701063577855,0.000611018530507268,0.000335399088810154,"Poor"
